,product,Name,Stars,Title,Date,Verification,Description
1053,Safari Pentagon Hardside Medium Size Check-in Luggage Suitcase Trolley Bags for Travel Black Color 66cm,SUBHANU,4.0,Product is nice but..,2 April 2024,Verified Purchase,"I got this fan at my home, used it for 2 days and  soon it started making some cracking sound during startup process. Honestly, the BLDC technology is new and if you encounter any problem later after the warranty expires you’ll find it difficult to get it repaired at your city.Although, the fan is light in weight and looks simplistic but I think you’ll have no option but to change the product if something occurs!"
1054,Safari Pentagon Hardside Medium Size Check-in Luggage Suitcase Trolley Bags for Travel Black Color 66cm,Pritam Dey,4.0,Good speed but White LED instead of Blue LED 😞,4 April 2024,Verified Purchase,Speed it just like normal fan nothing superfast but ok accepted.Flipkart sale same look ameze model with Single LED price 400 low but I buy it for extra LED which look better effico Alpha but I really feel sad because it comes with White LED I want blue LED .whatever It work like Night light and little bright.LED good but colour misguided..Whatever in this price good fan let's see how long it will run ..Local electrician said it like LED bulb it have some cycle after completing it stop working only purpose is electric saving but I am tech person so I try something new ...
1055,Safari Pentagon Hardside Medium Size Check-in Luggage Suitcase Trolley Bags for Travel Black Color 66cm,DIPENDER SINGH BISHT,4.0,Good Product,30 March 2024,Verified Purchase,Fan ko lagay abhi 2 weeks ho gay hey kaam acha kar raha hey lekin iski red colour ki LED light kisi kaam ki nahi esa lagta hey koi goli marney key liey nishana laga raha hey
1056,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Rushikesh Gurjar,5.0,Very good product.,8 March 2024,Verified Purchase,"Easy to fit,Wind speed is a per requirement.Very good product.Value for money."
1057,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Anish Anurag,4.0,Cooling Comfort Redefined,3 April 2024,Verified Purchase,"The Orient Electric Apex-FX Ceiling Fan is a true game-changer in the realm of cooling appliances. As someone who values both functionality and aesthetics, this fan has exceeded my expectations on all fronts.First and foremost, let's talk about performance. The Apex-FX fan is a powerhouse when it comes to delivering a cool breeze. Equipped with a high-speed motor, it effectively circulates air throughout the room, providing instant relief from the sweltering heat. Even on the hottest days, I can count on this fan to keep me comfortable and refreshed.What sets the Orient Electric Apex-FX apart is its silent operation. Unlike traditional ceiling fans that produce distracting noise, this fan operates almost silently, allowing me to enjoy a peaceful environment without any disturbances. Whether I'm working, sleeping, or simply relaxing, the quiet performance of this fan never fails to impress.In addition to its exceptional performance, the Orient Electric Apex-FX boasts a sleek and modern design that effortlessly complements any interior decor. The aerodynamically designed blades not only enhance airflow but also add a touch of elegance to my living space. It's the perfect blend of form and function, making it a stylish addition to any room.If you're in the market for a ceiling fan that combines superior performance, silent operation, and stylish design, look no further than the Orient Electric Apex-FX. Whether you're battling the summer heat or simply seeking comfort year-round, this fan is guaranteed to exceed your expectations. Invest in the Apex-FX and experience cooling comfort like never before!"
1058,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",pardeep Kumar,5.0,Orient is best,2 April 2024,Verified Purchase,Excellent quality of fan
1059,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",chandan kumar R U,3.0,Sound changed & bearing problem just after 2 moths of use,31 March 2024,Verified Purchase,Just after using for about 2 months getting sound from fan bearings & even speed reduced.Need replacement for this product immediately.
1060,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Danny chhapru,4.0,After using it less than month,14 March 2024,Verified Purchase,Orient is one reputed brand ...after using it for less thn month personally am not that impressed Bcoz sometimes fan make some noise .may b it's defective product or something.but i liked the quality of material and looks at the price it comes ..have taken extended warranty to be on safer side...
1061,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Nipun Roy,5.0,Worst quality bearing!,12 February 2024,Verified Purchase,"3 times, I had to change the bearing to fit in the bearing houseotherwise its good to cover 7 feet by 7 feet area or bednot worthy for big room"
1062,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Anand Rana,5.0,Nice fan,29 March 2024,Verified Purchase,Good looking fan
1063,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",AMIT K.,3.0,Performance,3 April 2024,Verified Purchase,"Performance is not too good at this price 😕.Speed is slow which I expected. Air delivery rate is not impressive. Finishing is not still ok . Not good at this price . Means this product is not so impressive. I rated to this fan 6.5 stars out of 10.You can go with other. But Amazon service is nice. Timely problem delivered, package 📦 is also nice."
1064,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",Vishnu Vardhan,4.0,about product warrenty,4 April 2024,Verified Purchase,"the product was good, it is simply amazing the built quality, product looks, designing is also upto mark but the only problem is when it comes to warranty ""they have mentioned that the product will get upto 5 years of brand warranty"" but after receiving the package I find only 2 years warranty card only not the 5 years card, i don't why they didn't gave warranty that they mentioned in the main headline only, they have to look for this.other than this is an good product with decent budget and iam using it without any problem"
1065,"Skybags Casual Backpack 28L, 2 Main Compartments, Bottle Pocket, Front Pocket, Padded Shoulder Strap",alisha singh,4.0,Speed and length of blades,13 March 2024,Verified Purchase,"All good , only thing is speed is slow than expected, but in this amount it's good deal,I think for small room it's good and only useful from March to June only. I know it's funny but what I mean to say after June this speed u feel very slow.but quality is good.colur is also very thick means not shining."
1066,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Placeholder,5.0,Value for money with quality,28 March 2024,Verified Purchase,Lloyd is a value for money product with excellent cooling. It has excellent features and excellent service. Installation engineer was polite and installed the AC with professional outlook. One can buy Lloyd product without any apprehension.  The cooling is quick with virtually no noise.
1067,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Raj,4.0,Great Product,2 April 2024,Verified Purchase,"Good Product at a great price, noise levels are good, cooling starts quickly within a few minutes and more than sufficient for a mid sized room. Different modes works well and the unit is power efficient as well.The installation team came to install the product (with the additional charge) and it went well. Not giving it a 5 as it doesn't have 4way swing and WiFi in this model."
1068,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Vaibhav maniar,5.0,Excellent product,3 April 2024,Verified Purchase,"The media could not be loaded.
                



Product and company is excellent there is no doubt.ButMy advice is before purchse it please identify service center in your applicable region.Because the kind of service provided by companies authorized service center is very important.In my case I had extremely bad experience of service centre. They literally increased my hypertension.  I had done 57 calls 📞 for installation of AC continue throughout 7 days."
1069,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Venkat Chittibomma,4.0,Good product,2 April 2024,Verified Purchase,Lloyd is a worthfull product .Very fast cooling some noise is coming  that's y i giving 1 star less. Installation person was very very polite and professional ac outlook taken.llyod ac is these hot summer convert cool days
1070,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Siddhartha,5.0,Split AC,1 April 2024,Verified Purchase,"Good product, can cool your room immediately. Overall ok.Need to work on AC remote, there should be light on remote screen to check the current mode n all. Overall ok."
1071,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Ranit,5.0,Good quality at affordable price,31 March 2024,Verified Purchase,Awesome experience good quality better and advance features at low cost I am Very happy
1072,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,sameer joshi,5.0,Best cooling,3 April 2024,Verified Purchase,"Best product in any condition, suggest for best purchase, go for it."
1073,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Mohit,4.0,Good looks,1 April 2024,Verified Purchase,Good product at good price
1074,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,vikas tiwari,4.0,Good Ac with alot cooling but without deco chrome strip as shown,29 March 2024,Verified Purchase,Lloyd with chrome finish but there is no deco chrome in whole body also Horizontal swing is manual but cooling is perfect . As per 2 days of use.
1075,Boldfit Shoe Bag for Travel & Storage Travel Organizer for Women & Men Travel Accessories Shoe Organizer Shoe Bags Pouches Travel Shoe Cover for Travelling Travel Essentials,Nikita Raut,4.0,Very happy and liked the product,23 March 2024,Verified Purchase,Very happy and really liked the product. Only reason for giving 1 star less is that it gets switched off automatically even though we are not using timer or any such function. But otherwise really helps to maintain the cool temperature during these hot days
1076,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Rajendra,5.0,Very Useful universal adaptor!,14 March 2024,Verified Purchase,It can charge 3 devices simultaneously!Good design and a sturdy product with a full replacement warranty of 2 years!
1077,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Mohit Giri,5.0,Excellent Universal Travel Adapter!,26 February 2024,Verified Purchase,"I recently purchased the Universal Travel Adapter from Amazon, and I couldn't be happier with my purchase. This adapter has made my travels so much more convenient. It flawlessly adapts to various plug types, ensuring that I can charge my devices wherever I go. The compact design makes it easy to carry, and the build quality is top-notch. It's a must-have for any frequent traveler. Five stars!"
1078,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Kusuma,4.0,Worth buying,17 February 2024,Verified Purchase,"Lightweight, great colour options, good build quality, overall great product at good price.Must have for travellers."
1079,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Partha Nath,5.0,Adapter,6 March 2024,Verified Purchase,The product is absolutely fine with all the pins working properly. It can be used worldwide and the design also looks good. Compared to other brands it is also cost effective.
1080,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Karthick,5.0,Awesome,18 March 2024,Verified Purchase,The charger is sturdy n multiple slots is useful. Please note that usb or type c charging in sides is not a fast charger
1081,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",suneeshmavila,3.0,Nice product,18 March 2024,Verified Purchase,Good product
1082,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Mathews CM,5.0,Good product,24 March 2024,Verified Purchase,The product is very good for the price and looks nice
1083,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Customer,4.0,Great product,4 April 2024,Verified Purchase,Little bit wobbly because of design. But does the required work.
1084,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",Amazon Customer,4.0,Must buy,26 March 2024,Verified Purchase,"Good for traveling, used for asian countries, it's working"
1085,"Safari Thorium Neo 8 Wheels 66 Cm Medium Check-in Trolley Bag Hard Case Polycarbonate 360 Degree Wheeling System Luggage, Trolley Bags for Travel, Speed_Wheel Suitcase for Travel, Graphite Blue",karthik,4.0,Useful,28 March 2024,Verified Purchase,Good and useful while travelling abroad
1086,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",BLURRYFACE,5.0,Work well,28 March 2024,Verified Purchase,"Build quality is good and it fits well to the socket. Tried at Dubai airport and also in the UK. It's a must-have of you're travelling to UK, else you won't be able to charge your devices.Important: It's not a voltage converter, it's just a socket adapter. And you won't need to convert voltage and frequency since power lines in UK, Europe, Australia, Arab countries and India operate at the same voltage and frequency (220V, 50Hz)."
1087,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Godwintgn,4.0,"Title: Good Choice for Multiple Devices, But Some Minor Issues",20 October 2023,Verified Purchase,"I recently purchased this charger, and it has some great features. If you have multiple devices, it's a good choice. The PD port works fine, and the build quality is excellent. In a world where mobiles no longer come with chargers, this is a fantastic option for both regular users and travelers.However, there are a couple of downsides. The Euro port feels fragile due to the length of the plug and the charger's weight. Also, the mechanism that should make the plugs retract inside the charger when you press the side button doesn't work as smoothly as expected. You need to press it slightly for them to go inside.Apart from these minor issues, it's a great product. The only other drawback is the price, which feels a bit too high."
1088,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Asmar Khan,5.0,Seamless Power Connectivity Across Europe,4 February 2024,Verified Purchase,"The Ceptics Europe Travel Adapter effortlessly bridges the gap between Indian and European outlets. Its Type E/F compatibility ensures a snug fit in European sockets, delivering reliable performance for various devices. The compact design and durable build make it a travel essential. While the adapter is slightly pricier, its quality justifies the cost, offering excellent value for seamless power access during European journeys."
1089,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",sandeeep,5.0,Nice converter for UAE,7 March 2024,Verified Purchase,Nice and compact converter for suitable at UAE/ Saudi Arabia. Good quality
1090,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",NiTiN,5.0,Worth A Buy !!,23 March 2024,Verified Purchase,Super quality & very sturdy. Working flawlessly. better than those local products which at times causes loose contact issues.
1091,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Sathish,3.0,Unable to fit properly,16 March 2024,Verified Purchase,There might be many features but it doesn't properly fit on the wall sockets.  Bought this to use for my trip.But after setting it in hotel wall socket and I plugged my laptop charger it partially comes out of the wall socket due to probably weight of the (it is a normal 65w small charger) and so it the laptop doesn't charge.. so it has basically been useless for me in my trip
1092,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",ankit kumar,4.0,Looks premium and sturdy from first look,12 February 2024,Verified Purchase,"Just received the adaptor looks good initially. The EU pins with two pins might have issues in some scenarios where adaptor needs to be hannged. Refer pics. A 3rd pin for support would have bee great as an option for Indian plugs.Did not see fast charging on phone after connecting, only normal charging speed. Will try swapping cables to check. But overall looks good."
1093,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Amazon Customer,1.0,"Product does not convert voltage, so useless for  other countries with different voltage.",1 April 2024,Verified Purchase,"Product does not convert voltage, so useless for those travelling to other countries with different voltage.  Product mentions that it can be used in japan , but japan and india voltage is different so this is useless."
1094,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Sanjay Jayan,4.0,Just works Fine,18 March 2024,Verified Purchase,It does what it is supposed to do. Good quality product as well.
1095,"American Tourister Fizz 32L Black Backpack School bag for travel with Organizer Bottle compartment water resistant backpack for Men, Women, Boys Laptop Backpack for College Gift for Men & Women",Deepali,4.0,Good product,23 March 2024,Verified Purchase,Very useful. The quality is also ok.
1096,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Ankur,5.0,Useful,12 March 2024,Verified Purchase,Very useful and convenient gadget. Good battery.. i am using it form 1 year. I am writing this review after using it for 11 months.
1097,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Sanchita,4.0,Really easy to use and install,18 August 2023,Verified Purchase,Usage and installation are good. Just that it does not fit properly. It is a bit wobbly even on a bottle cap. It was a good battery power and very easy to operate.
1098,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Abinaya,5.0,Go for it,30 March 2024,Verified Purchase,I am using for 1 month and the battery backup is good. Meets the expectations.
1099,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Praveen S,3.0,Poor Durability,19 January 2024,Verified Purchase,"It was running fine for a month, soon after that it started to slow down and not pumping water some times"
1100,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Favi,4.0,I have to charge it for 2 to 3 hours,31 March 2024,Verified Purchase,Like that it's charger operated and that u can use it for 4 days without chargeing it. There is nothing that i dislike  about this product. I used it for a 20 liter bottle and it was very comfortable. Personally why I rated this product 4 stars and not 5 is because of the charging wire it's very shor u have to use a extension court to charge it. This is a very good product. I like it!
1101,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Pk lenka,5.0,Nice product,31 March 2024,Verified Purchase,Battery backup is very good
1102,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Traveler,5.0,Just perfect,29 February 2024,Verified Purchase,"The easiest water spender with a perfect price. Easy to install, long lasting battery which is chargeable. Fast to clean. And the most important,  it helps reduce plastic as you can get the 20 liter tanks!"
1103,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),SA,3.0,Low durability,27 February 2024,Verified Purchase,Frequent issues of on off button not working. Sometimes not stopping and water overflowing
1104,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Joby Varghese,4.0,Good,2 April 2024,Verified Purchase,Works as advertised. Not a snug fit on the mouth of the jar but gets the job done.
1105,Storite PU Leather 9 Slot Vertical Credit Debit Card Holder Money Wallet Zipper Coin Purse for Men Women - Silvergrey (11.5 x 2 x 8 cm),Manasa reddy Chilukuri,4.0,Very nice,24 March 2024,Verified Purchase,It's just 👌
1106,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Harsha,5.0,Perfect fit,9 March 2024,Verified Purchase,Very nice product
1107,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Dust buster,4.0,Fits only one size,26 February 2024,Verified Purchase,"Good and cheap. If they could ship different sizes, to fit all tap types."
1108,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Gobinath Balakrishnan,5.0,Water saver,27 January 2024,Verified Purchase,"The media could not be loaded.
                



Nice water saving mechanism working good , saving lot of water"
1109,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Francis Rodrigues,3.0,Good,22 March 2024,Verified Purchase,Quality is good. But should provide different sizes for big and small taps. These had only one size (big).
1110,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Nishith,5.0,Good buy.,21 November 2023,Verified Purchase,Such products availability and prompt delivery by Amazon is what helps keeping the plumber away. No hassles installation. Simply replace the old hard water stained filter washer with this one. Easy job. Recommend a buy
1111,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Kamesh,4.0,Worth the buy,26 March 2024,Verified Purchase,"The media could not be loaded.
                



Good product delivers good result."
1112,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),rajni,1.0,Dint help any of the taps,1 April 2024,Verified Purchase,"Dint help reducing water flow in any of the taps, no difference, returning"
1113,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Noshir K.,5.0,Water saving,19 March 2024,Verified Purchase,"Sufficient water flow, for all purposes.Good spray. Saves water wastage."
1114,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Mukesh Bharti,4.0,Badhia chiz,19 March 2024,Verified Purchase,Sahi kam kar raha hai.
1115,Safari Ray 65 Cms Medium Check-In Polycarbonate (Pc) Hard Sided 4 Wheels 360 Degree Rotation Luggage/Speed_Wheel Suitcase/Trolley Bag (Midnight Blue),Arvind G.,3.0,Flow is nto as expected.,28 February 2024,Verified Purchase,"Few filers are defected, the holes are closed randomly"
1116,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Amazon Customer,5.0,Excellent quality,29 March 2024,Verified Purchase,"Thickness, absorbency, finish - all excellent. Just as described! Very good standard with proper labels, packaging, etc. The only thing I'd have preferred if there were smaller sizes available, 20X20 cms. Can go for it without a doubt"
1117,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Sajin Mathew,4.0,Good,8 March 2024,Verified Purchase,"Good quality, washable meterial."
1118,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Sobh Singh,5.0,The best microfibre towels,25 March 2024,Verified Purchase,These are absolutely amazing! Really nice and thick and soft
1119,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Muhammad razi,5.0,Nice product,3 April 2024,Verified Purchase,Nice product
1120,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),N,3.0,It's smaller than described,2 April 2024,Verified Purchase,Pointless
1121,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Akash Kujur,4.0,Good quality Microfibre clothes.,9 March 2024,Verified Purchase,I use these to clean my car and its very good at it. I don't recommend using it on paint though. For that you must go with a higher GSM microfibre cloth. You can use these for interior and black trim parts.
1122,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Sandeep Kamble,5.0,Amazingly soft!,15 December 2023,Verified Purchase,"It's extra soft and smooth, highly absorbant microfiber cloth. Very usefull in wiping off dirt from mobiles, screens, etc. Very continent in size for packing and traveling!"
1123,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Sumit,5.0,Go for it.,22 February 2024,Verified Purchase,It's worthy.
1124,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),shankar,4.0,Quality,2 April 2024,Verified Purchase,"Good quality product. Serves the purpose of cleaning the tv,fridge  and otherfurniture very well but found it  costly"
1125,Necavu 100% cotton set of 6 fridge bag | Eco-friendly natural vegetables bags for fridge storage & mesh net vegetable bag fridge | Multi-purpose Eco-friendly cotton mesh bag (Neem Green),Harmesh S.,4.0,Worthwhile product,17 February 2024,Verified Purchase,"Found product very helpful for cleaning work, quite good water absorbent too."
1126,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Ronak,5.0,Good product and fast delivery,31 March 2024,Verified Purchase,This is a good TDS meter and the reading seems fairly accurate. It also has a temprature measurement function and hold function.  I usally take the water in the cap and measurement directly in it.
1127,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,"Good product, accurate results, ,good quality,cheap price, we can buy it.",4.0,Good and reliable brand,18 February 2024,Verified Purchase,"Good product, secretary results,good quality,cheap price, we can buy it."
1128,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Michael D Fernandes,5.0,Efficient,27 February 2024,Verified Purchase,Good product. Simple and easy
1129,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Raghu,3.0,Device works good,10 December 2023,Verified Purchase,Good product but price is high when compared to outside. This is half time cheaper in shops.
1130,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Amazon Customer,5.0,Decent Quality,19 March 2024,Verified Purchase,Gives accurate readings. Handy to carry it around. I wish this type of products could have more features.
1131,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Arvinda,4.0,Good,28 March 2024,Verified Purchase,Good product
1132,WildHorn Green Leather Wallet for Men I 9 Card Slots I 2 Currency & Secret Compartments I 1 Zipper & 3 ID Card Slots,Sikandar,1.0,Do not buy this,2 April 2024,Verified Purchase,"It doesn't turn on . . Even after an earlier delivered product was exchanged, same problem exists. I think it's just for show purpose and not to take real readings."
